"Date/Time (PST)","Battery Voltage  (v) ","Relative Humidity  (%) ","Solar Radiation  (W/m2) ","Temperature  (deg F) ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Maximum  (mph) ","Wind Speed Minimum  (mph) "
"2023-07-04 09:00:00",13.57,36.65,2255.873,62.31,95.4,7.476,14.12,3.53
"2023-07-04 08:00:00",13.57,39.64,1648.346,60.45,60.3,5.573,10.59,2.118
"2023-07-04 07:00:00",13.57,42.11,978.2905,58.56,64.35,5.371,9.88,1.412
"2023-07-04 06:00:00",13.57,41.46,443.2635,56.81,55.5,6.587,14.83,3.53
"2023-07-04 05:00:00",13.57,41.4,51.1401,55.93,65.76,6.644,11.3,3.53
"2023-07-04 04:00:00",13.57,40.65,0,55.82,62.02,7.378,11.3,4.236
"2023-07-04 03:00:00",13.57,36.84,0,56.33,72.94,7.301,14.83,2.824
"2023-07-04 02:00:00",13.57,34.23,0,56.91,71.68,9.01,13.41,5.648
"2023-07-04 01:00:00",13.57,33.39,0,56.93,65.12,9.05,14.83,5.648
"2023-07-04 00:00:00",13.57,32.33,0,57.4,59.48,9.2,14.83,4.942
"2023-07-03 23:00:00",13.57,35.53,0,57.56,44.74,8.94,12.71,5.648
"2023-07-03 22:00:00",13.57,38.9,0,57.72,27.8,9.89,15.53,5.648
"2023-07-03 21:00:00",13.57,40.36,1.436987,58.04,17.03,11.31,17.65,7.766
"2023-07-03 20:00:00",13.57,36.88,154.8031,59.2,0.788,12.36,19.77,7.06
"2023-07-03 19:00:00",13.57,35.2,689.3535,60.47,3.319,11.63,19.06,4.942
"2023-07-03 18:00:00",13.57,32.62,1339.741,61.79,3.098,11.93,19.77,4.942
"2023-07-03 17:00:00",13.56,30.67,1994.857,63.03,356.8,10.15,19.06,3.53
"2023-07-03 16:00:00",13.57,29.96,2666.157,62.9,355.1,10.46,22.59,1.412
"2023-07-03 15:00:00",13.56,29.93,2454.056,62.7,9.59,7.17,18.36,0
"2023-07-03 14:00:00",13.56,23.17,2982.83,65.81,58.99,4.65,16.94,0
"2023-07-03 13:00:00",13.57,24.36,3110.81,63.66,100.6,6.98,17.65,1.412
"2023-07-03 12:00:00",13.57,24.02,3531.538,62.21,121.3,6.458,17.65,0.706
"2023-07-03 11:00:00",13.57,25.2,3290.043,62.27,122.6,8.17,16.94,3.53
"2023-07-03 10:00:00",13.56,27.64,2925.621,60.18,84.1,9.13,18.36,3.53
"2023-07-03 09:00:00",13.54,28.06,2186.451,58.27,76.22,10.36,21.89,4.236
"2023-07-03 08:00:00",13.56,33.13,1760.59,58,74.88,9.62,14.83,4.942
"2023-07-03 07:00:00",13.57,36.57,1076.948,56.76,60.53,5.287,12.71,0.706
"2023-07-03 06:00:00",13.57,46.14,444.2553,54.5,71.54,5.056,10.59,2.118
"2023-07-03 05:00:00",13.57,49.35,55.43932,52.96,327.8,5.287,9.18,2.824
"2023-07-03 04:00:00",13.57,48.87,0,51.84,290.9,7.04,9.18,4.236
"2023-07-03 03:00:00",13.57,62.73,0,50.56,18.95,6.603,8.47,4.236
"2023-07-03 02:00:00",13.57,69.38,0,50.45,18.68,5.832,8.47,3.53
"2023-07-03 01:00:00",13.57,72.46,0,49.85,40.61,4.199,6.354,2.118
"2023-07-03 00:00:00",13.57,77,0,49.65,31.91,3.873,6.354,2.118
"2023-07-02 23:00:00",13.57,79.37,0,49.68,84,4.093,5.648,2.824
"2023-07-02 22:00:00",13.57,80.5,0,49.88,88.5,4.836,8.47,2.118
"2023-07-02 21:00:00",13.57,78.26,1.851102,50.56,109.7,6.228,9.88,3.53
"2023-07-02 20:00:00",13.57,74.87,165.5851,52.88,144.3,2.624,7.06,0
"2023-07-02 19:00:00",13.57,62.14,819.7841,57.88,60.25,1.432,4.942,0
"2023-07-02 18:00:00",13.57,55.39,1312.745,60.83,224.2,3.173,6.354,0
"2023-07-02 17:00:00",13.57,58.06,1321.021,58.58,218.7,3.35,7.06,0
"2023-07-02 16:00:00",13.56,52.91,2499.41,60.38,179.8,6.07,12,2.824
"2023-07-02 15:00:00",13.57,47.83,3556.307,61.3,168,5.744,12,1.412
"2023-07-02 14:00:00",13.56,43.95,3129.437,60.82,161.1,5.24,10.59,1.412
"2023-07-02 13:00:00",13.57,43.3,3495.997,60.37,170.9,4.599,12.71,0.706
"2023-07-02 12:00:00",13.56,42.7,3503.75,57.63,5.835,5.442,11.3,0
"2023-07-02 11:00:00",13.57,39.87,3288.947,55.68,24.1,3.722,12,0.706
"2023-07-02 10:00:00",13.57,43.59,2947.457,55.02,128.6,4.407,7.766,1.412
"2023-07-02 09:00:00",13.57,55.87,2250.516,54,122.7,3.322,7.766,0
"2023-07-02 08:00:00",13.57,55.11,1814.731,53.72,53.87,2.765,5.648,0.706
"2023-07-02 07:00:00",13.57,65.04,1148.559,48.98,44.95,3.454,5.648,1.412
"2023-07-02 06:00:00",13.57,69.09,518.3583,48.46,67.53,3.099,6.354,1.412
"2023-07-02 05:00:00",13.57,73.04,62.56527,46.49,41.92,4.156,8.47,1.412
"2023-07-02 04:00:00",13.57,77.15,0,44.91,37.42,4.966,9.18,2.824
"2023-07-02 03:00:00",13.57,76.48,0,45.08,351,6.121,10.59,2.824
"2023-07-02 02:00:00",13.57,75.2,0,45.43,17.42,6.713,10.59,4.236
"2023-07-02 01:00:00",13.57,74.67,0,45.48,56.68,4.02,10.59,0.706
"2023-07-02 00:00:00",13.57,75.84,0,45.59,92.8,3.703,7.766,0
"2023-07-01 23:00:00",13.57,70.92,0,46.7,64.95,2.475,7.766,0
"2023-07-01 22:00:00",13.57,66.56,0,47.6,50.36,4.175,11.3,0.706
"2023-07-01 21:00:00",13.57,60.72,1.656365,48.76,335.9,4.813,11.3,0
"2023-07-01 20:00:00",13.57,57.67,173.4194,50.02,279.3,3.318,8.47,0
"2023-07-01 19:00:00",13.57,51.53,786.0905,53.83,217.4,5.979,12,0.706
"2023-07-01 18:00:00",13.57,53.98,1374.853,53.52,204.6,9.95,14.12,4.942
"2023-07-01 17:00:00",13.57,53.06,1944.67,54.35,202.4,11.37,17.65,4.942
"2023-07-01 16:00:00",13.57,56.56,1965.478,54.13,197.7,12.85,22.59,7.06
"2023-07-01 15:00:00",13.57,57.3,1757.235,53.61,199.4,12.04,19.06,4.942
"2023-07-01 14:00:00",13.57,57.19,3166.687,53.74,197.4,14.09,19.77,7.06
"2023-07-01 13:00:00",13.57,54.77,3351.705,53.49,197.2,13.16,19.77,6.354
"2023-07-01 12:00:00",13.57,50.96,3517.042,53.25,190.7,11.53,15.53,6.354
"2023-07-01 11:00:00",13.57,47.97,3292.888,52.87,169.4,9.63,14.83,4.236
"2023-07-01 10:00:00",13.57,48.28,2938.062,51.3,163.2,10.33,15.53,4.942
"2023-07-01 09:00:00",13.57,44.9,2443.54,49.49,170.4,10.85,16.94,7.06
"2023-07-01 08:00:00",13.57,44.39,1841.327,47.7,163.6,11.25,17.65,7.766
"2023-07-01 07:00:00",13.57,41.85,1176.51,47.43,167.9,10.42,16.94,7.766
"2023-07-01 06:00:00",13.57,41.72,541.188,46.72,167.8,12.4,19.06,7.766
"2023-07-01 05:00:00",13.57,45.37,69.46785,43.83,177.4,14.42,19.77,10.59
"2023-07-01 04:00:00",13.57,48.83,0,43.45,192.7,13.97,22.59,8.47
"2023-07-01 03:00:00",13.57,49.05,0,43.31,190.3,14.17,19.77,9.88
"2023-07-01 02:00:00",13.57,43.8,0,45.07,185.6,15.09,19.77,12
"2023-07-01 01:00:00",13.57,40.78,0,45.9,187.3,14.7,19.77,11.3
"2023-07-01 00:00:00",13.57,43.83,0,46.76,179.3,16.37,20.47,12.71
"2023-06-30 23:00:00",13.57,49.47,0,47.51,181.9,16.24,20.47,12.71
"2023-06-30 22:00:00",13.57,54.33,0,49.31,193.8,12.59,16.94,6.354
"2023-06-30 21:00:00",13.57,76.05,2.679061,51.53,194.6,10.28,15.53,6.354
"2023-06-30 20:00:00",13.57,77.93,152.146,53.89,180.1,13.35,21.18,8.47
"2023-06-30 19:00:00",13.57,69.86,448.8156,55.95,201.7,13.34,19.06,7.06
"2023-06-30 18:00:00",13.57,72.9,1581.373,59.19,214.4,9.25,15.53,3.53
"2023-06-30 17:00:00",13.57,65.5,2147.165,61.35,201,8.76,14.12,2.118
"2023-06-30 16:00:00",13.57,61.33,2683.415,62.57,213.2,7.405,12.71,2.118
"2023-06-30 15:00:00",13.57,57.49,3119.019,63.21,210.3,8.08,14.83,1.412
"2023-06-30 14:00:00",13.57,54.94,3390.81,62.76,193,8.9,14.83,3.53
"2023-06-30 13:00:00",13.57,52.74,3525.428,61.89,205.6,8.68,13.41,4.236
"2023-06-30 12:00:00",13.57,56.89,3490.93,60.7,192.4,8.3,13.41,3.53
"2023-06-30 11:00:00",13.57,57,3297.095,60.52,171.2,7.35,14.12,4.236
"2023-06-30 10:00:00",13.57,55.6,2898.181,61.09,128.7,2.336,8.47,0
"2023-06-30 09:00:00",13.57,57.45,2399.97,58.87,137.8,1.771,4.236,0
"2023-06-30 08:00:00",13.57,56.79,1809.176,58.72,181,3.752,7.766,0
"2023-06-30 07:00:00",13.57,61.81,1149.64,55.49,193.9,6.25,8.47,4.942
"2023-06-30 06:00:00",13.57,64.02,517.9756,54.7,190,5.599,8.47,2.824
"2023-06-30 05:00:00",13.57,66.51,67.32626,52.15,198.6,4.052,8.47,0
"2023-06-30 04:00:00",13.58,66.45,0,51.51,199.5,6.474,8.47,4.942
"2023-06-30 03:00:00",13.57,62.38,0,52.13,197.4,6.678,9.88,4.236
"2023-06-30 02:00:00",13.57,62.78,0,52.46,196.3,7.082,9.18,5.648
"2023-06-30 01:00:00",13.57,63.16,0,52.6,195.2,7.411,9.18,5.648
"2023-06-30 00:00:00",13.57,63.08,0,52.25,186.2,9.76,15.53,7.766
"2023-06-29 23:00:00",13.57,66.43,0,52.42,172.1,12.88,16.94,9.18
"2023-06-29 22:00:00",13.57,71.21,0,52.68,172.6,9.66,13.41,6.354
"2023-06-29 21:00:00",13.57,69.74,1.89966,53.48,173.3,4.93,9.88,1.412
"2023-06-29 20:00:00",13.57,68.44,186.9488,55.5,188.1,3.255,7.766,0
"2023-06-29 19:00:00",13.57,56.69,963.4275,59.99,211.9,5.526,12.71,1.412
"2023-06-29 18:00:00",13.57,59.19,895.8873,58.57,213.4,6.264,16.24,2.118
"2023-06-29 17:00:00",13.57,55.57,2106.637,61.74,204.9,10.71,17.65,5.648
"2023-06-29 16:00:00",13.57,58.19,2590.089,61.81,210.2,11.94,17.65,7.06
"2023-06-29 15:00:00",13.56,61.84,3108.415,61.68,210.8,12.66,19.06,5.648
"2023-06-29 14:00:00",13.55,59.59,3243.215,61.22,202.3,12.08,17.65,5.648
"2023-06-29 13:00:00",13.56,63.96,3497.444,60.74,205.6,11.19,17.65,5.648
"2023-06-29 12:00:00",13.56,66.13,3471.911,60.5,187.8,10.04,15.53,4.236
"2023-06-29 11:00:00",13.56,63.41,3244.575,60.18,172.6,8.35,13.41,4.236
"2023-06-29 10:00:00",13.56,65.8,2566.564,60.68,163.8,6.076,9.88,2.824
"2023-06-29 09:00:00",13.56,73.56,1428.766,57.42,153.6,4.807,9.18,1.412
"2023-06-29 08:00:00",13.57,73.12,1426.331,58,180.2,3.64,7.06,0
"2023-06-29 07:00:00",13.56,69.84,1059.366,59.71,161.7,3.52,8.47,0
"2023-06-29 06:00:00",13.56,83.5,289.4707,53.17,188.5,8.51,12,3.53
"2023-06-29 05:00:00",13.57,81.3,78.6278,54.5,185.4,6.823,9.18,4.942
"2023-06-29 04:00:00",13.57,79.69,0,53.78,185.6,1.698,7.06,0
"2023-06-29 03:00:00",13.57,82.6,0,54.13,185.7,3.385,7.06,0
"2023-06-29 02:00:00",13.57,84.8,0,53.39,199.1,7.327,9.88,5.648
"2023-06-29 01:00:00",13.57,81.6,0,53.95,201.3,7.15,9.88,3.53
"2023-06-29 00:00:00",13.57,87.1,0,53.59,200.5,9,10.59,7.06
"2023-06-28 23:00:00",13.57,86.7,0,53.84,195.4,10.05,12.71,6.354
"2023-06-28 22:00:00",13.57,90.9,0,53.71,188.1,8.22,12,2.824
"2023-06-28 21:00:00",13.57,85.8,0.4871013,55.77,181.1,5.02,9.88,1.412
"2023-06-28 20:00:00",13.57,84.3,148.1732,56.73,183.6,6.289,9.88,2.118
"2023-06-28 19:00:00",13.57,82.5,594.9305,57.61,182.1,9.63,15.53,5.648
"2023-06-28 18:00:00",13.57,78.46,815.5125,58.71,181.7,11.22,15.53,6.354
"2023-06-28 17:00:00",13.57,71.6,1783.175,62.26,209.3,6.915,14.83,0.706
"2023-06-28 16:00:00",13.56,69.74,2596.918,63.49,192,7.55,11.3,3.53
"2023-06-28 15:00:00",13.56,67.45,3181.86,64.05,203,7.287,10.59,1.412
"2023-06-28 14:00:00",13.57,66.34,3446.525,64.93,197.2,7.797,12.71,3.53
"2023-06-28 13:00:00",13.56,70.56,3511.686,62.97,182.9,8.11,13.41,3.53
"2023-06-28 12:00:00",13.56,70.38,3652.416,63.41,170.7,7.046,11.3,2.118
"2023-06-28 11:00:00",13.56,79.35,1757.057,59.55,154.3,4.95,11.3,2.118
"2023-06-28 10:00:00",13.57,77.93,2468.321,59.87,183.8,4.152,6.354,2.118
"2023-06-28 09:00:00",13.57,80.4,2291.393,58.14,124.1,2.522,6.354,0
"2023-06-28 08:00:00",13.56,96.2,867.1323,52.47,207.7,1.371,4.942,0
"2023-06-28 07:00:00",13.56,93.4,833.2927,52.59,215.6,2.618,6.354,0
"2023-06-28 06:00:00",13.57,82.5,467.2307,56.37,55.28,0.892,2.824,0
"2023-06-28 05:00:00",13.57,97.6,68.76293,52.21,55.28,0.704,2.824,0
"2023-06-28 04:00:00",13.57,92.2,0,53.41,55.28,0.832,3.53,0
"2023-06-28 03:00:00",13.57,90.7,0,54.03,55.27,1.639,2.824,0
"2023-06-28 02:00:00",13.57,97.3,0,52.3,181.7,1.608,4.236,0
"2023-06-28 01:00:00",13.57,93.8,0,53.55,207.8,1.224,4.942,0
"2023-06-28 00:00:00",13.57,92.7,0,53.58,202.8,1.196,5.648,0
"2023-06-27 23:00:00",13.57,93.7,0,53.77,84.8,0.828,2.824,0
"2023-06-27 22:00:00",13.57,98.3,0,52.95,86.4,1.539,4.236,0
"2023-06-27 21:00:00",13.57,93.9,5.75997,53.9,163.3,1.449,5.648,0
"2023-06-27 20:00:00",13.57,88.8,77.87627,54.9,163,9.48,15.53,0
"2023-06-27 19:00:00",13.57,74.79,139.5318,56.86,112,3.185,7.06,0
"2023-06-27 18:00:00",13.57,84.1,986.0203,57.08,179.4,6.315,9.88,1.412
"2023-06-27 17:00:00",13.57,78.68,1196.168,58.64,184.1,7.662,11.3,4.942
"2023-06-27 16:00:00",13.57,80.9,900.4915,58.22,184.5,9.76,16.24,4.942
"2023-06-27 15:00:00",13.56,77.58,2728.365,59.57,167.8,9.6,15.53,6.354
"2023-06-27 14:00:00",13.56,73.15,2530.128,62.28,158.8,4.065,11.3,0
"2023-06-27 13:00:00",13.56,69.85,2410.875,63.57,137.3,1.128,4.236,0
"2023-06-27 12:00:00",13.56,74.38,2299.211,61.95,106,1.03,4.236,0
"2023-06-27 11:00:00",13.56,79,2343.056,60.47,92,1.135,4.236,0
"2023-06-27 10:00:00",13.56,77.78,2644.216,60.02,56.6,1.086,3.53,0
"2023-06-27 09:00:00",13.57,82.5,1964.368,56.47,38.33,2.022,4.942,0
"2023-06-27 08:00:00",13.56,84.4,1686.38,55.21,51.94,4.024,6.354,2.118
"2023-06-27 07:00:00",13.57,80.9,1099.211,55.17,78.72,3.257,5.648,1.412
"2023-06-27 06:00:00",13.56,81.3,490.1464,52.96,80.8,2.269,4.942,0
"2023-06-27 05:00:00",13.57,88.7,74.10906,52.2,83.3,1.679,2.824,0.706
"2023-06-27 04:00:00",13.58,84.8,0,52.45,83.4,1.757,3.53,0.706
"2023-06-27 03:00:00",13.58,83.2,0,52.07,83.3,2.671,6.354,0.706
"2023-06-27 02:00:00",13.58,75.06,0,52.19,127.8,1.832,5.648,0
"2023-06-27 01:00:00",13.58,69.85,0,53.4,198.9,1.353,5.648,0
"2023-06-27 00:00:00",13.57,69.43,0,54.09,186.8,0.988,4.942,0
"2023-06-26 23:00:00",13.57,66.97,0,53.87,198,7.24,10.59,3.53
"2023-06-26 22:00:00",13.57,69.83,0,53.86,197.3,6.709,10.59,1.412
"2023-06-26 21:00:00",13.57,71.82,12.24017,53.33,210.3,7.166,11.3,0.706
"2023-06-26 20:00:00",13.57,70.48,233.2143,54.47,231.4,5.246,13.41,0.706
"2023-06-26 19:00:00",13.57,74.52,171.7355,53.17,41.97,6.162,17.65,2.118
"2023-06-26 18:00:00",13.57,93.1,54.01992,51.85,84.7,6.889,16.94,0.706
"2023-06-26 17:00:00",13.57,89.7,35.21714,53.98,181.4,4.689,10.59,0
"2023-06-26 16:00:00",13.56,90.4,348.8699,52.81,181.8,12.43,17.65,8.47
"2023-06-26 15:00:00",13.57,84.8,711.6717,55.96,191.7,8.56,13.41,3.53
"2023-06-26 14:00:00",13.56,69.42,2321.42,62.36,227.7,4.187,9.88,0
"2023-06-26 13:00:00",13.56,74.06,2553.017,60.82,189.7,6.609,12,2.118
"2023-06-26 12:00:00",13.56,70.54,2492.198,61.18,176.3,6.266,10.59,2.118
"2023-06-26 11:00:00",13.57,74.08,1729.992,59.91,177.9,2.826,11.3,0
"2023-06-26 10:00:00",13.56,72.45,2183.386,58.71,83,0.586,2.824,0
"2023-06-26 09:00:00",13.57,73.73,2321.266,57.4,71.42,1.979,3.53,0
"2023-06-26 08:00:00",13.56,76.06,1748.051,55.86,65.57,1.671,4.236,0
"2023-06-26 07:00:00",13.57,73.32,1109.803,56.71,65.49,2.204,4.942,0
"2023-06-26 06:00:00",13.59,77.86,496.211,54.6,59.63,1.885,4.236,0
"2023-06-26 05:00:00",13.59,81.9,72.46539,52.42,57.75,2.355,4.236,0
"2023-06-26 04:00:00",13.59,84.3,0,51.65,56.1,3.03,4.942,1.412
"2023-06-26 03:00:00",13.59,84.8,0,51.74,55.13,3.153,7.766,0.706
"2023-06-26 02:00:00",13.59,85.4,0,51.99,66.46,2.72,4.942,1.412
"2023-06-26 01:00:00",13.59,83.8,0,52.32,45.06,2.202,5.648,0
"2023-06-26 00:00:00",13.59,82.7,0,52.84,37.79,0.579,3.53,0
"2023-06-25 23:00:00",13.59,83.2,0,52.82,38.04,1.269,4.942,0
"2023-06-25 22:00:00",13.59,83,0,53.04,55.14,1.298,3.53,0
"2023-06-25 21:00:00",13.59,82.5,3.385535,53.1,265,2.204,5.648,0
"2023-06-25 20:00:00",13.59,84.1,175.7475,52.48,195.5,7.025,10.59,2.824
"2023-06-25 19:00:00",13.59,78.55,565.5398,55.59,93.7,1.002,9.18,0
"2023-06-25 18:00:00",13.59,70.24,1128.131,55.19,69.72,2.942,9.18,0
"2023-06-25 17:00:00",13.59,88,479.7557,52.77,41.93,6.478,12,0.706
"2023-06-25 16:00:00",13.59,71.54,658.9373,55.85,16.29,7.084,21.89,0
"2023-06-25 15:00:00",13.59,65.11,1886.476,58.66,162.1,3.002,8.47,0
"2023-06-25 14:00:00",13.59,63.02,1788.905,58.5,112.6,2.626,6.354,0
"2023-06-25 13:00:00",13.59,54.89,1862.678,61.67,166.1,1.616,4.236,0
"2023-06-25 12:00:00",13.59,55.15,2651.569,60.91,44.04,1.453,4.942,0
"2023-06-25 11:00:00",13.59,55.78,3238.682,59.46,53.2,2.485,4.942,0
"2023-06-25 10:00:00",13.59,63.18,2827.325,56.58,46.32,2.534,4.942,0.706
"2023-06-25 09:00:00",13.59,64.6,2336.992,55.39,60.54,1.953,4.942,0
"2023-06-25 08:00:00",13.59,67.33,1746.373,54.09,89.2,2.43,4.236,0.706
"2023-06-25 07:00:00",13.59,66.52,1098.628,53.28,89.2,3.385,6.354,0.706
"2023-06-25 06:00:00",13.59,68.77,417.2853,50.19,45.24,3.222,4.942,1.412
"2023-06-25 05:00:00",13.59,70.41,56.18172,48.97,38.27,3.171,4.236,2.118
"2023-06-25 04:00:00",13.59,68.79,0,49.01,38.28,2.987,4.236,2.118
"2023-06-25 03:00:00",13.59,63.77,0,49.78,38.28,2.683,3.53,0
"2023-06-25 02:00:00",13.59,66.99,0,50.05,215.6,0.031,0.706,0
"2023-06-25 01:00:00",13.59,63.2,0,50.54,196.6,2.31,5.648,0
"2023-06-25 00:00:00",13.59,62.6,0,50.42,110,0.528,2.824,0
"2023-06-24 23:00:00",13.59,71.73,0,49.99,110,1.218,3.53,0
"2023-06-24 22:00:00",13.59,76.73,0,49.73,110,2.916,5.648,0.706
"2023-06-24 21:00:00",13.59,83.4,2.886441,48.81,99.2,4.799,7.766,2.118
"2023-06-24 20:00:00",13.59,80.9,169.583,49.64,98.4,3.934,7.06,0.706
"2023-06-24 19:00:00",13.59,76.62,542.9177,51.73,134.6,2.169,5.648,0
"2023-06-24 18:00:00",13.59,77.79,1299.442,53.02,40.59,1.143,4.236,0
"2023-06-24 17:00:00",13.59,76.27,1545.615,53.92,122.7,0.761,3.53,0
"2023-06-24 16:00:00",13.59,70.39,1649.206,55.47,80.8,0.377,2.824,0
"2023-06-24 15:00:00",13.59,77.13,1377.828,52.79,94.6,2.53,5.648,0
"2023-06-24 14:00:00",13.59,72.91,1735.647,51.71,52.54,4.226,7.766,2.118
"2023-06-24 13:00:00",13.59,76.97,2253.356,53.1,56.7,3.746,9.18,0.706
"2023-06-24 12:00:00",13.59,93.9,1417.688,48.39,63.25,3.587,6.354,0
"2023-06-24 11:00:00",13.59,82.4,877.5261,48.32,41.11,2.828,7.06,0
"2023-06-24 10:00:00",13.59,82.3,567.9426,48.18,355.2,0.751,3.53,0
"2023-06-24 09:00:00",13.59,85.9,519.2811,47.35,310.9,3.034,8.47,0
"2023-06-24 08:00:00",13.59,86.4,332.0509,46.32,8.39,4.903,8.47,1.412
"2023-06-24 07:00:00",13.59,82.4,123.277,46.43,42.69,3.763,8.47,0.706
"2023-06-24 06:00:00",13.59,87.3,43.64981,46.52,56.05,3.238,7.766,0
"2023-06-24 05:00:00",13.59,74.42,5.237047,48.27,317.4,5.921,9.88,3.53
"2023-06-24 04:00:00",13.59,67.24,0,49.94,35.73,4.118,7.766,0
"2023-06-24 03:00:00",13.59,66.64,0,50.06,216.5,4.795,9.18,0
"2023-06-24 02:00:00",13.59,74.29,0,49.24,199.5,5.907,12.71,0
"2023-06-24 01:00:00",13.59,75.66,0,48.93,97.6,3.371,9.88,0
"2023-06-24 00:00:00",13.59,70.67,0,50.32,216.2,6.807,12,0
"2023-06-23 23:00:00",13.59,79.89,0,48.19,211.2,11.11,16.24,6.354
"2023-06-23 22:00:00",13.59,79.96,0,48.87,189.4,13.79,19.06,9.18
"2023-06-23 21:00:00",13.59,76.59,4.627746,50.23,182.6,12.99,19.06,9.88
"2023-06-23 20:00:00",13.59,74.41,191.933,51.56,179,10.84,19.06,0
"2023-06-23 19:00:00",13.59,49.52,613.0732,57.39,132.4,2.814,12,0
"2023-06-23 18:00:00",13.59,61.71,545.9856,55.05,200.3,6.913,16.94,0
"2023-06-23 17:00:00",13.59,55.74,1112.725,58.05,286.3,3.465,9.18,0
"2023-06-23 16:00:00",13.59,55.22,1479.898,58.36,256.2,5.889,11.3,0.706
"2023-06-23 15:00:00",13.59,49.39,2768.34,61.02,211.5,6.893,12,1.412
"2023-06-23 14:00:00",13.6,40.86,2273.924,60.28,209.3,5.389,10.59,1.412
"2023-06-23 13:00:00",13.6,36.16,2917.203,61.2,237.3,4.811,9.88,0
"2023-06-23 12:00:00",13.6,35.69,2983.325,60.19,170.1,5.685,12,1.412
"2023-06-23 11:00:00",13.6,34.37,3180.399,60.64,199.3,6.36,12.71,2.118
"2023-06-23 10:00:00",13.6,34.1,3072.548,60.54,166.2,5.189,10.59,1.412
"2023-06-23 09:00:00",13.6,37.11,2359.363,60.65,101.5,0.686,3.53,0
"2023-06-23 08:00:00",13.6,42.92,1735.955,57.76,81.9,1.094,3.53,0
"2023-06-23 07:00:00",13.6,43.64,1070.573,57.87,65.95,1.561,4.236,0
"2023-06-23 06:00:00",13.6,43.35,486.2753,55.15,63.59,1.251,3.53,0
"2023-06-23 05:00:00",13.6,43.2,69.49342,53.96,63.59,1.343,3.53,0
"2023-06-23 04:00:00",13.6,47.7,0,52.62,63.82,2.793,5.648,0.706
"2023-06-23 03:00:00",13.6,49.38,0,52.58,65.65,2.316,4.236,0.706
"2023-06-23 02:00:00",13.6,52.91,0,52.17,310.1,1.898,4.942,0
"2023-06-23 01:00:00",13.6,53.84,0,52.63,138.4,2.473,4.236,0
"2023-06-23 00:00:00",13.6,59.45,0,52.36,341.2,1.555,4.942,0
"2023-06-22 23:00:00",13.6,58.35,0,52.36,300.9,1.434,3.53,0
"2023-06-22 22:00:00",13.6,60.06,0,51.74,180.1,1.086,4.236,0
"2023-06-22 21:00:00",13.6,57.1,2.484499,51.87,173.8,6.348,13.41,0.706
"2023-06-22 20:00:00",13.6,63.15,181.8198,52.54,84.7,1.549,7.06,0
"2023-06-22 19:00:00",13.6,56.36,773.621,54.58,53.79,1.953,4.942,0
"2023-06-22 18:00:00",13.59,54.2,1120.446,55.45,351,4.54,8.47,0.706
"2023-06-22 17:00:00",13.59,59.6,1488.69,54.11,15.88,10.23,18.36,4.942
"2023-06-22 16:00:00",13.59,57.94,2576.942,54.76,158.8,6.86,18.36,0.706
"2023-06-22 15:00:00",13.59,40.58,3361.786,58.38,168.1,6.827,13.41,1.412
"2023-06-22 14:00:00",13.59,41.15,3285.51,60.02,166.6,3.981,9.88,0
"2023-06-22 13:00:00",13.59,45.46,3255.625,56.61,145.7,5.503,12.71,0.706
"2023-06-22 12:00:00",13.59,51.22,2466.481,53.13,163.7,7.25,15.53,0
"2023-06-22 11:00:00",13.58,57.07,3360.901,53.11,164.1,7.742,12,3.53
"2023-06-22 10:00:00",13.58,59.56,2328.923,52.71,174.9,6.54,10.59,2.824
"2023-06-22 09:00:00",13.59,62.67,2220.147,51.23,160.2,4.489,7.766,0.706
"2023-06-22 08:00:00",13.58,60.09,1820.675,51.31,149.2,4.815,7.766,1.412
"2023-06-22 07:00:00",13.58,68.75,1145.447,50.08,107.8,1.079,4.236,0
"2023-06-22 06:00:00",13.59,58.59,533.485,49.78,91.4,0,0,0
"2023-06-22 05:00:00",13.6,71.66,85.49021,44.46,251.5,0,0,0
"2023-06-22 04:00:00",13.6,76.99,0,42.9,253,0.002,0.706,0
"2023-06-22 03:00:00",13.6,76.32,0,43.24,342.9,1.277,4.236,0
"2023-06-22 02:00:00",13.6,77.1,0,43.3,28.64,1.824,4.236,0
"2023-06-22 01:00:00",13.6,85.1,0,42.42,285.1,4.191,5.648,2.118
"2023-06-22 00:00:00",13.6,81.4,0,42.6,274,4.277,5.648,2.824
"2023-06-21 23:00:00",13.6,84.5,0,42.63,50.22,2.453,4.236,0
"2023-06-21 22:00:00",13.6,86.1,0,42.36,123.2,0.951,2.824,0
"2023-06-21 21:00:00",13.6,88.6,2.716833,41.87,208.7,0.386,3.53,0
"2023-06-21 20:00:00",13.6,89.6,119.2369,41.66,203.2,3.959,8.47,0
"2023-06-21 19:00:00",13.6,90.9,327.3466,41.58,215.6,3.148,7.06,0
"2023-06-21 18:00:00",13.6,90.2,440.8388,42.09,123.1,1.067,4.236,0
"2023-06-21 17:00:00",13.6,89.7,595.9861,42.15,189.1,0.939,4.236,0
"2023-06-21 16:00:00",13.58,90.5,702.6167,41.35,175.1,2.759,8.47,0
"2023-06-21 15:00:00",13.58,91.3,484.8313,40.83,166,4.044,7.766,0
"2023-06-21 14:00:00",13.59,91.5,453.4318,40.34,175.1,4.642,7.766,2.118
