"Date/Time (PST)","Battery Voltage  (v) ","Relative Humidity  (%) ","Solar Radiation  (W/m2) ","Temperature  (deg F) ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Maximum  (mph) ","Wind Speed Minimum  (mph) "
"2023-12-31 23:00:00",13.57,94.7,0,26.96,199.5,6.093,8.47,4.236
"2023-12-31 22:00:00",13.57,95,0,26.91,199.1,3.265,5.648,0
"2023-12-31 21:00:00",13.57,95.2,0,26.92,210.3,1.669,5.648,0
"2023-12-31 20:00:00",13.57,95.3,0,26.45,185.4,0,0,0
"2023-12-31 19:00:00",13.57,95.2,0,26.86,141.7,0,0,0
"2023-12-31 18:00:00",13.57,95.8,0,27.24,141.7,0.216,1.412,0
"2023-12-31 17:00:00",13.56,95.7,0,27.19,161.1,0,0,0
"2023-12-31 16:00:00",13.56,95.5,25.64918,27.42,206.1,1.992,4.942,0
"2023-12-31 15:00:00",13.56,95.9,65.53561,28.28,197.3,3.665,5.648,2.118
"2023-12-31 14:00:00",13.56,95.9,169.0711,28.48,190.7,4.973,7.766,2.118
"2023-12-31 13:00:00",13.55,96.1,319.7949,29.15,185.3,4.773,7.06,2.824
"2023-12-31 12:00:00",13.54,95.8,192.1924,28.1,181.9,4.116,6.354,2.118
"2023-12-31 11:00:00",13.56,95.8,254.2267,29.16,177.8,3.708,6.354,2.118
"2023-12-31 10:00:00",13.56,95.8,129.4865,27.8,179.2,3.932,6.354,2.118
"2023-12-31 09:00:00",13.58,95.4,35.37854,27.08,169.6,6.177,9.88,3.53
"2023-12-31 08:00:00",13.59,95.5,0.3411315,26.75,172.4,7.58,10.59,4.236
"2023-12-31 07:00:00",13.6,95.7,0.0365558,27.36,175.3,6.319,11.3,3.53
"2023-12-31 06:00:00",13.57,95.7,0,27.48,181.9,8.3,12,4.942
"2023-12-31 05:00:00",13.58,96.1,0.1584101,28.06,180.1,6.972,12,3.53
"2023-12-31 04:00:00",13.58,96.2,0.7189353,28.36,184.4,6.703,13.41,2.118
"2023-12-31 03:00:00",13.58,96.8,0.1096586,29.23,182,5.346,9.88,1.412
"2023-12-31 02:00:00",13.58,97,0.6335363,29.66,179.5,6.88,10.59,2.824
"2023-12-31 01:00:00",13.57,97.4,2.716857,30.36,187,4.76,9.18,1.412
"2023-12-31 00:00:00",13.58,97.6,4.385938,30.66,189,4.332,8.47,1.412
"2023-12-30 23:00:00",13.57,97.3,4.385961,29.98,162.9,1,4.236,0
"2023-12-30 22:00:00",13.57,97.5,2.241708,30.28,138.8,1.461,7.06,0
"2023-12-30 21:00:00",13.57,97.9,0,31.5,172.9,4.691,18.36,0.706
"2023-12-30 20:00:00",13.57,98.1,0,31.73,180.5,15.73,21.89,9.18
"2023-12-30 19:00:00",13.57,98.2,0.02436286,31.99,199.1,14.85,22.59,7.06
"2023-12-30 18:00:00",13.57,98.1,0,33.12,193.2,13.21,18.36,9.18
"2023-12-30 17:00:00",13.56,98,8.452765,33.15,187.6,12.7,17.65,7.766
"2023-12-30 16:00:00",13.56,97.9,51.84796,32.86,176.9,16.75,25.42,8.47
"2023-12-30 15:00:00",13.55,98,151.9377,32.72,189.9,22.03,31.77,14.12
"2023-12-30 14:00:00",13.55,97.9,170.5559,33.7,190.9,18.55,29.65,4.236
"2023-12-30 13:00:00",13.56,98.1,171.296,34.62,196.1,17.5,26.83,5.648
"2023-12-30 12:00:00",13.54,98.1,180.4585,35.11,197.2,14.26,21.18,5.648
"2023-12-30 11:00:00",13.55,98,140.4601,35.18,194.3,10.19,19.06,2.118
"2023-12-30 10:00:00",13.55,97.8,88.36408,34.78,197.6,8,18.36,0.706
"2023-12-30 09:00:00",13.56,97.5,22.18736,34.28,187,9.57,17.65,2.118
"2023-12-30 08:00:00",13.56,94.4,0.5726411,34.53,180.1,13.67,23.3,4.942
"2023-12-30 07:00:00",13.57,79.55,0,36.56,180.2,15.53,25.42,4.236
"2023-12-30 06:00:00",13.57,72.15,0,37.86,188.7,11.32,21.18,4.236
"2023-12-30 05:00:00",13.57,68.88,0,38.39,177.9,14.78,26.83,4.236
"2023-12-30 04:00:00",13.57,65.13,0,39.18,182.4,18.97,28.24,8.47
"2023-12-30 03:00:00",13.57,63.59,0,39.51,197.8,9.11,23.3,0.706
"2023-12-30 02:00:00",13.57,65.48,0,39.4,182,13.83,24.71,3.53
"2023-12-30 01:00:00",13.57,66.25,0,39.64,177.4,9.36,16.24,2.118
"2023-12-30 00:00:00",13.57,66.47,0,39.66,186.8,6.152,14.83,0.706
"2023-12-29 23:00:00",13.57,64.16,0,40.33,170.2,5.075,16.24,1.412
"2023-12-29 22:00:00",13.57,58.22,0,42.48,183.2,9.67,21.18,2.824
"2023-12-29 21:00:00",13.57,53.52,0,44.17,184.6,11.09,24,4.236
"2023-12-29 20:00:00",13.57,50.94,0,45.05,160.4,6.152,20.47,1.412
"2023-12-29 19:00:00",13.57,52.19,0,44.75,31.69,4.96,9.88,0.706
"2023-12-29 18:00:00",13.57,52.59,0,45.07,136.6,4.93,13.41,0.706
"2023-12-29 17:00:00",13.57,54.19,3.093998,44.67,169.1,4.495,13.41,0
"2023-12-29 16:00:00",13.54,56.58,74.25466,44.19,334.7,2.483,7.766,0
"2023-12-29 15:00:00",13.56,54.84,160.1312,44.81,344,2.893,8.47,0
"2023-12-29 14:00:00",13.56,53.66,397.5676,45.36,229.6,2.477,7.766,0
"2023-12-29 13:00:00",13.56,56.26,399.1985,44.89,194.1,5.55,17.65,0.706
"2023-12-29 12:00:00",13.56,57.71,443.2453,44.47,201.5,5.034,16.94,0
"2023-12-29 11:00:00",13.55,61.53,454.4927,43.65,141.5,5.162,14.12,1.412
"2023-12-29 10:00:00",13.55,63.55,386.4219,43.09,140.8,5.14,12,0
"2023-12-29 09:00:00",13.57,65.54,83.68081,42.21,171.3,7.127,21.18,1.412
"2023-12-29 08:00:00",13.59,67.82,0.02436584,41.38,146.4,4.881,14.12,0.706
"2023-12-29 07:00:00",13.59,66.77,0,41.69,217.5,7.013,21.18,2.118
"2023-12-29 06:00:00",13.58,69.16,0,40.58,235.2,8.18,17.65,2.118
"2023-12-29 05:00:00",13.58,70.59,0,40.06,212,10.18,26.12,2.118
"2023-12-29 04:00:00",13.58,77.98,0,38.93,187.6,12.47,20.47,4.236
"2023-12-29 03:00:00",13.58,86.4,0,38.32,174.8,11.46,21.18,3.53
"2023-12-29 02:00:00",13.58,90.5,0.06091908,37.52,183.7,10.14,19.06,4.236
"2023-12-29 01:00:00",13.58,92.4,1.328068,36.47,173.9,8.76,16.94,2.118
"2023-12-29 00:00:00",13.58,95.2,0.6944557,35.73,176.9,7.242,14.83,2.824
"2023-12-28 23:00:00",13.57,96.6,0,34.88,193.3,17.25,26.12,7.766
"2023-12-28 22:00:00",13.57,97.8,0,34.2,189.3,12.8,24,6.354
"2023-12-28 21:00:00",13.57,97.8,0,33.97,194.9,15.86,25.42,3.53
"2023-12-28 20:00:00",13.57,97.1,0,34.22,199.6,12.13,26.12,4.236
"2023-12-28 19:00:00",13.57,93.2,0.804092,35.37,174.6,8.93,21.18,0
"2023-12-28 18:00:00",13.57,95.3,0.03654592,34.46,18.42,6.464,14.83,1.412
"2023-12-28 17:00:00",13.55,97.7,6.541312,33.66,192.6,8.73,22.59,2.118
"2023-12-28 16:00:00",13.55,98.8,95.92929,33.66,219.1,5.977,17.65,0.706
"2023-12-28 15:00:00",13.56,99.6,181.1272,33.41,187.6,10.08,20.47,1.412
"2023-12-28 14:00:00",13.56,100,300.6557,32.76,193.6,19.74,30.36,11.3
"2023-12-28 13:00:00",13.57,96.1,289.0121,31.93,195,21.68,30.36,9.88
"2023-12-28 12:00:00",13.55,96.4,294.0291,31.85,193.9,22.02,31.06,12
"2023-12-28 11:00:00",13.56,96.5,194.642,31.83,202.2,18.68,25.42,12
"2023-12-28 10:00:00",13.55,96.5,105.8578,31.83,195.4,18.12,31.77,10.59
"2023-12-28 09:00:00",13.56,96.5,24.6946,31.87,193.6,15.99,33.89,5.648
"2023-12-28 08:00:00",13.58,97.1,1.510699,31.84,190.9,14.05,31.06,2.118
"2023-12-28 07:00:00",13.6,98.1,0.03655602,31.87,186.3,16.06,34.59,4.236
"2023-12-28 06:00:00",13.58,98.1,0.1462247,31.81,186.3,17.58,33.89,3.53
"2023-12-28 05:00:00",13.58,97.9,0,31.18,188.5,15.82,30.36,4.236
"2023-12-28 04:00:00",13.57,97.8,0.1096688,30.75,193.3,20.16,33.18,6.354
"2023-12-28 03:00:00",13.58,98,0,31.31,198.3,19.13,30.36,11.3
"2023-12-28 02:00:00",13.58,98.5,0,31.7,184.8,19.17,36.71,3.53
"2023-12-28 01:00:00",13.58,98,0.1218423,31.54,186.9,22.81,42.36,6.354
"2023-12-28 00:00:00",13.58,98,0.1218304,32.36,186.3,20.59,45.89,4.942
"2023-12-27 23:00:00",13.57,98.6,0,32.37,185.3,18.98,40.24,5.648
"2023-12-27 22:00:00",13.57,98.8,1.595989,32.36,191.5,14.67,30.36,4.942
"2023-12-27 21:00:00",13.57,97.4,2.156401,31.82,190.9,10.32,28.95,2.824
"2023-12-27 20:00:00",13.57,98.1,0,31.66,190.5,11.74,24.71,4.236
"2023-12-27 19:00:00",13.57,98.1,0.3167433,31.54,195.2,14.54,26.83,6.354
"2023-12-27 18:00:00",13.57,97.6,0.8770524,30.86,188.8,14.27,27.53,6.354
"2023-12-27 17:00:00",13.56,94.3,2.569885,31.23,193.5,22.36,33.89,12.71
"2023-12-27 16:00:00",13.54,92.5,34.94402,33.07,202.1,10.48,28.24,2.118
"2023-12-27 15:00:00",13.55,93.4,77.55766,32.25,198.2,9.46,24,2.118
"2023-12-27 14:00:00",13.56,92.6,189.3809,32.52,188.6,11.95,24.71,3.53
"2023-12-27 13:00:00",13.57,94,259.1474,31.86,184.7,13.46,35.3,2.118
"2023-12-27 12:00:00",13.55,94.5,166.1117,31.62,181.1,17.75,37.42,4.236
"2023-12-27 11:00:00",13.54,89.8,162.4096,33.87,187.7,23.76,44.48,2.824
"2023-12-27 10:00:00",13.56,91.1,284.1538,36.25,192.9,9.4,24.71,2.118
"2023-12-27 09:00:00",13.56,97.9,68.31145,36.21,159.4,6.989,24,2.118
"2023-12-27 08:00:00",13.58,99.4,0.2192886,35.73,195.2,6.468,15.53,1.412
"2023-12-27 07:00:00",13.58,100,0,34.85,179.5,7.466,18.36,2.118
"2023-12-27 06:00:00",13.58,100,0.07311089,32.96,154.5,6.138,20.47,0.706
"2023-12-27 05:00:00",13.58,100,0.4021167,33.69,182.8,10.59,29.65,3.53
"2023-12-27 04:00:00",13.58,100,0.8164192,33.18,171.8,10.25,20.47,2.824
"2023-12-27 03:00:00",13.58,91.9,0,33.26,179.8,8.01,23.3,2.118
"2023-12-27 02:00:00",13.58,91.7,0,32.81,189,12.49,28.95,3.53
"2023-12-27 01:00:00",13.58,80.6,0,33.43,174.1,12.58,26.12,3.53
"2023-12-27 00:00:00",13.58,85.6,0.5116997,32.21,166.3,9.52,28.24,2.118
"2023-12-26 23:00:00",13.58,92.4,7.992173,31.22,182.8,11.59,26.12,2.824
"2023-12-26 22:00:00",13.57,93.4,1.327973,30.26,179.3,18.29,33.89,4.236
"2023-12-26 21:00:00",13.57,93.7,2.509705,29.32,190.8,10.78,23.3,1.412
"2023-12-26 20:00:00",13.57,94.6,2.850828,30.16,216.9,6.168,10.59,2.118
"2023-12-26 19:00:00",13.57,94.3,4.568228,29.58,204.9,11.6,19.77,4.942
"2023-12-26 18:00:00",13.56,94.7,1.047542,28.49,177.2,17.71,23.3,9.18
"2023-12-26 17:00:00",13.56,95.9,1.887788,28.6,181.9,13.97,22.59,9.88
"2023-12-26 16:00:00",13.55,97.2,118.5118,29.17,185.7,10.83,15.53,5.648
"2023-12-26 15:00:00",13.55,100,531.0122,30.96,176.7,6.842,14.12,0.706
"2023-12-26 14:00:00",13.55,97.4,550.1815,30.7,179.4,6.225,15.53,1.412
"2023-12-26 13:00:00",13.56,97,481.8123,29.68,180.4,13.93,18.36,9.88
"2023-12-26 12:00:00",13.56,97,458.543,29.63,180.5,13.39,19.06,8.47
"2023-12-26 11:00:00",13.54,97.1,395.1144,29.73,180.5,17.52,26.12,8.47
"2023-12-26 10:00:00",13.56,97,165.9337,29.74,180.5,19.18,28.95,9.88
"2023-12-26 09:00:00",13.55,97.1,46.61296,29.85,180.5,15.67,28.95,2.824
"2023-12-26 08:00:00",13.56,97.1,1.912884,29.89,180.4,16.54,28.95,4.236
"2023-12-26 07:00:00",13.57,97.1,0,29.84,180.5,15.54,26.83,3.53
"2023-12-26 06:00:00",13.57,97.1,0.01218747,29.91,180.5,13.36,31.06,5.648
"2023-12-26 05:00:00",13.58,99.4,0,30.28,180.5,31.58,64.25,10.59
"2023-12-26 04:00:00",13.58,100,0,30.96,180.4,33.25,57.89,9.88
"2023-12-26 03:00:00",13.58,100,0,31.48,180.4,32.21,57.89,12.71
"2023-12-26 02:00:00",13.58,100,0,31.13,180.4,28.44,52.95,9.88
"2023-12-26 01:00:00",13.58,100,0,31.79,187.2,34.43,58.6,7.06
"2023-12-26 00:00:00",13.58,100,0.1705923,31.91,190.5,27.61,50.13,7.766
"2023-12-25 23:00:00",13.58,96.9,0.0852824,33.75,192,26.45,45.18,5.648
"2023-12-25 22:00:00",13.57,95.3,2.302607,35.34,182.6,15.63,41.65,3.53
"2023-12-25 21:00:00",13.57,99.8,1.279225,35.12,186.5,18.8,55.77,4.942
"2023-12-25 20:00:00",13.57,99.5,0.0243662,34.54,193.2,15.74,39.54,4.942
"2023-12-25 19:00:00",13.57,99.6,0.328918,34.92,184.7,13.06,34.59,3.53
"2023-12-25 18:00:00",13.57,99.5,0,34.46,190.8,14.78,35.3,4.236
"2023-12-25 17:00:00",13.56,99.6,1.364184,33.03,222.6,9.87,19.77,2.824
"2023-12-25 16:00:00",13.55,100,26.09099,31.83,243.7,7.674,16.24,2.824
"2023-12-25 15:00:00",13.56,100,119.8508,31.64,236.5,9.03,21.18,3.53
"2023-12-25 14:00:00",13.57,100,159.9187,31.55,221.6,14.9,24,4.942
"2023-12-25 13:00:00",13.56,97.4,396.9031,31.11,220.4,17.3,28.24,6.354
"2023-12-25 12:00:00",13.56,97.4,279.4321,30.96,205.5,19.92,31.77,8.47
"2023-12-25 11:00:00",13.56,97,336.8893,30.73,195.4,22.52,33.89,14.12
"2023-12-25 10:00:00",13.55,90.8,155.174,30.55,206.9,20.75,33.89,7.06
"2023-12-25 09:00:00",13.54,89.2,43.36898,29.56,199.9,23.1,36.01,9.18
"2023-12-25 08:00:00",13.57,71.74,0.3534255,31.41,195.5,27.93,37.42,16.94
"2023-12-25 07:00:00",13.57,71.24,0,31.44,193.4,27.03,38.83,11.3
"2023-12-25 06:00:00",13.58,71.77,0,30.63,190.8,30.4,43.07,16.24
"2023-12-25 05:00:00",13.57,64.48,0,29.75,186.9,18.48,40.24,5.648
"2023-12-25 04:00:00",13.57,76.05,0,27.82,194.5,13.12,21.89,5.648
"2023-12-25 03:00:00",13.57,88.1,0,26.48,206.8,10.78,20.47,4.236
"2023-12-25 02:00:00",13.58,91.9,0,26.15,191,17.54,28.24,4.942
"2023-12-25 01:00:00",13.58,94.6,0,26.03,192.3,24.8,33.89,16.94
"2023-12-25 00:00:00",13.58,94.9,0,26.38,188.9,23.64,33.89,11.3
"2023-12-24 23:00:00",13.58,95.1,0.09750104,26.47,186.7,22.26,36.71,12.71
"2023-12-24 22:00:00",13.57,95.1,0.2071571,26.55,183.5,25.98,37.42,17.65
"2023-12-24 21:00:00",13.57,94.9,0.231526,26.11,188,21.11,34.59,12
"2023-12-24 20:00:00",13.58,94.3,1.291663,24.68,204.5,15.28,23.3,7.766
"2023-12-24 19:00:00",13.58,94.2,0.4995981,24.02,207.4,19.88,27.53,12.71
"2023-12-24 18:00:00",13.58,93.4,1.242695,23.78,197.6,21.1,28.95,14.12
"2023-12-24 17:00:00",13.56,93.6,7.492613,23.4,197.9,21.16,31.06,12.71
"2023-12-24 16:00:00",13.55,74.06,84.19186,24.36,192.8,20.99,31.77,3.53
"2023-12-24 15:00:00",13.57,71.91,260.8645,24.48,188.4,20.55,34.59,6.354
"2023-12-24 14:00:00",13.57,68.66,338.2272,25.2,188.8,23.57,40.95,8.47
"2023-12-24 13:00:00",13.56,48.33,323.1416,27.32,186.9,15.68,34.59,4.236
"2023-12-24 12:00:00",13.56,48.99,343.8643,27.77,188,24.52,40.95,7.06
"2023-12-24 11:00:00",13.55,45.22,268.4776,27.3,194.6,14.32,23.3,3.53
"2023-12-24 10:00:00",13.55,37.58,196.4812,28.66,196.2,12.18,22.59,4.236
"2023-12-24 09:00:00",13.54,38.14,57.73066,28.18,181.7,15.32,24.71,9.18
"2023-12-24 08:00:00",13.56,45.69,0.7555642,25.97,204.6,15.8,26.12,7.06
"2023-12-24 07:00:00",13.57,35.12,0,28.5,184.1,20.92,29.65,12.71
"2023-12-24 06:00:00",13.57,29.32,0,30.35,181,16.33,24,10.59
"2023-12-24 05:00:00",13.57,28.32,0,30.02,168.2,14.41,22.59,8.47
"2023-12-24 04:00:00",13.58,32.5,0,28.83,175.3,14.7,21.89,9.18
"2023-12-24 03:00:00",13.58,48.43,0,27.31,188,13.22,16.94,9.18
"2023-12-24 02:00:00",13.58,77.42,0,24.73,183.3,14.6,20.47,9.88
"2023-12-24 01:00:00",13.57,87,0,23.78,177.1,16.79,21.89,11.3
"2023-12-24 00:00:00",13.57,88.9,0,22.74,178.5,14.32,18.36,10.59
"2023-12-23 23:00:00",13.58,89.6,0,22.34,175.4,11.01,15.53,7.06
"2023-12-23 22:00:00",13.58,89.9,0,22.04,175.4,8.88,16.24,2.824
"2023-12-23 21:00:00",13.58,90.3,0,21.93,175.4,9.69,17.65,2.118
"2023-12-23 20:00:00",13.57,90.9,0,20.68,175.4,7.992,16.24,1.412
"2023-12-23 19:00:00",13.57,91.1,0,20.72,175.4,4.63,10.59,1.412
"2023-12-23 18:00:00",13.57,91.5,0,20.59,175.4,1.467,5.648,0
"2023-12-23 17:00:00",13.56,91.6,1.924311,20.48,175.5,0.277,2.824,0
"2023-12-23 16:00:00",13.55,92,147.465,21.16,175.4,6.411,12.71,0
"2023-12-23 15:00:00",13.55,92.4,188.9034,21.41,175.4,9.02,12,6.354
"2023-12-23 14:00:00",13.55,92.3,262.4336,21.33,175.4,8.75,13.41,4.942
"2023-12-23 13:00:00",13.55,92.3,531.0572,21.27,175.4,10.89,16.24,7.06
"2023-12-23 12:00:00",13.53,92.6,538.5353,21.58,175.4,7.046,12.71,2.824
"2023-12-23 11:00:00",13.54,93.5,652.073,24.21,175.4,1.708,4.942,0
"2023-12-23 10:00:00",13.56,92.1,450.3344,22.25,175.4,5.464,8.47,2.118
"2023-12-23 09:00:00",13.57,91.7,42.80782,20.08,175.4,4.781,7.06,2.824
"2023-12-23 08:00:00",13.57,91.6,0,19.65,175.4,6.634,9.88,2.118
"2023-12-23 07:00:00",13.57,91.6,0,19.63,175.4,2.379,7.06,0
"2023-12-23 06:00:00",13.57,91.9,0,20.24,175.4,3.399,8.47,0.706
"2023-12-23 05:00:00",13.58,92.1,0,20.61,175.4,2.977,6.354,1.412
"2023-12-23 04:00:00",13.58,91.9,0,20.81,175.4,3.718,12,0
"2023-12-23 03:00:00",13.58,92.2,0,20.91,175.4,3.316,11.3,0
"2023-12-23 02:00:00",13.57,92.1,0,21.12,175.4,3.218,7.06,0
"2023-12-23 01:00:00",13.58,92.3,0,21.51,175.4,5.207,14.83,0
"2023-12-23 00:00:00",13.58,92.3,0.18278,21.62,175.4,6.079,15.53,0
"2023-12-22 23:00:00",13.58,92.1,0,21.6,175.4,10.32,22.59,4.236
"2023-12-22 22:00:00",13.58,92.7,0,22.39,175.4,7.691,16.24,0.706
"2023-12-22 21:00:00",13.58,92.7,0.1827633,22.37,175.4,5.207,16.24,0.706
"2023-12-22 20:00:00",13.58,93.3,0.426415,23.25,175.4,9.64,28.95,1.412
"2023-12-22 19:00:00",13.58,93.3,0.3411258,23.27,175.4,12.76,30.36,4.236
"2023-12-22 18:00:00",13.58,93.2,0.7431653,22.84,175.4,8.76,26.12,0.706
"2023-12-22 17:00:00",13.57,93.8,3.886412,24.14,175.4,7.425,23.3,0
"2023-12-22 16:00:00",13.56,94.5,63.82719,25.23,175.4,8.05,22.59,2.118
"2023-12-22 15:00:00",13.57,94.3,205.0544,25.26,175.4,8.03,24,3.53
"2023-12-22 14:00:00",13.57,94.7,264.8594,25.95,175.4,7.062,14.12,2.118
"2023-12-22 13:00:00",13.56,94.8,414.9332,26.24,175.4,10.88,19.77,4.236
"2023-12-22 12:00:00",13.56,95.2,254.9173,26.82,175.4,6.389,12,2.118
"2023-12-22 11:00:00",13.55,95.3,175.0786,27.11,175.4,5.726,12.71,0.706
"2023-12-22 10:00:00",13.54,95.8,66.84243,27.77,175.4,11.47,26.83,3.53
"2023-12-22 09:00:00",13.54,97.1,34.38149,29.89,175.4,21.24,37.42,6.354
"2023-12-22 08:00:00",13.56,99.8,1.767232,30.54,175.4,32.17,50.83,13.41
"2023-12-22 07:00:00",13.58,100,0.7190068,31.13,175.3,27.59,49.42,11.3
"2023-12-22 06:00:00",13.58,100,0.04874522,31.39,177.7,31.27,49.42,14.12
"2023-12-22 05:00:00",13.58,100,0.01218579,31.89,187.3,27.27,43.07,13.41
"2023-12-22 04:00:00",13.57,97.3,0.08530018,32.66,188.2,34.12,54.36,9.88
"2023-12-22 03:00:00",13.58,86.1,0,36.93,181.5,19.83,43.77,7.766
"2023-12-22 02:00:00",13.58,83,0,37.41,181.9,22.18,36.01,12.71
"2023-12-22 01:00:00",13.58,82.5,0,37.47,197.1,24.05,36.71,15.53
"2023-12-22 00:00:00",13.57,78.67,0,37.92,192.5,24.7,38.83,16.94
"2023-12-21 23:00:00",13.58,77.29,0,38.34,196.3,22.44,31.77,14.12
"2023-12-21 22:00:00",13.58,77.61,0,38.36,191.3,25.93,35.3,12.71
"2023-12-21 21:00:00",13.58,77.02,0,38.52,183.5,20.83,33.89,7.06
"2023-12-21 20:00:00",13.58,79.39,0,38.27,190.6,19.45,31.06,7.766
"2023-12-21 19:00:00",13.58,76.85,0,38.77,196.3,24.18,32.48,14.12
"2023-12-21 18:00:00",13.57,73.8,0,38.94,190.2,24.19,33.89,16.24
"2023-12-21 17:00:00",13.56,75.02,2.400071,38.37,194.9,21.62,28.24,15.53
"2023-12-21 16:00:00",13.54,74.41,88.67572,38.3,196.4,23.83,29.65,17.65
"2023-12-21 15:00:00",13.56,76.35,262.4919,37.9,191.7,20.4,26.12,13.41
"2023-12-21 14:00:00",13.56,77.44,354.7003,37.7,184.1,21.61,29.65,13.41
"2023-12-21 13:00:00",13.56,78.09,348.6858,37.6,184.2,23.65,33.18,14.83
"2023-12-21 12:00:00",13.56,79.4,403.6669,37.45,184.4,24.89,31.77,19.77
"2023-12-21 11:00:00",13.55,83.8,453.3847,36.85,185.6,21.46,29.65,14.83
"2023-12-21 10:00:00",13.55,86.4,201.5354,36.37,175.8,23.1,31.77,15.53
"2023-12-21 09:00:00",13.55,90.2,45.16096,35.54,173.4,25.2,31.77,16.94
"2023-12-21 08:00:00",13.56,95,0.7189564,34.99,174.8,25.29,35.3,15.53
"2023-12-21 07:00:00",13.57,89.6,0,35.68,177.8,24.9,37.42,15.53
"2023-12-21 06:00:00",13.57,89.4,0,35.77,176.9,28.56,40.24,19.06
"2023-12-21 05:00:00",13.57,86.8,0,36.47,183.5,23.77,32.48,12.71
"2023-12-21 04:00:00",13.57,89.1,0,36.11,189.2,17.09,23.3,9.88
"2023-12-21 03:00:00",13.58,89.6,0,36.07,200.6,17.44,28.95,9.18
"2023-12-21 02:00:00",13.58,93.9,0,35.4,198.9,14.4,21.18,6.354
"2023-12-21 01:00:00",13.58,93.6,0,35.55,203.9,11.46,16.24,5.648
"2023-12-21 00:00:00",13.58,93.7,0,35.66,187.1,14,20.47,6.354
"2023-12-20 23:00:00",13.58,93.4,0,35.77,171.4,17.6,22.59,10.59
"2023-12-20 22:00:00",13.58,94.1,0,35.75,176.7,15.89,23.3,8.47
"2023-12-20 21:00:00",13.58,93.6,0,36.13,189.3,16.27,24,7.766
"2023-12-20 20:00:00",13.58,87.4,0,36.91,189.9,15.75,24,9.88
"2023-12-20 19:00:00",13.58,92.7,0,36.88,198.5,13.73,19.77,5.648
"2023-12-20 18:00:00",13.57,91.5,0.02436624,36.99,190.2,16.84,27.53,7.766
"2023-12-20 17:00:00",13.56,91.8,4.629632,37.27,187.5,19.17,26.83,10.59
"2023-12-20 16:00:00",13.55,90.6,84.95333,37.64,186.8,23.13,32.48,15.53
"2023-12-20 15:00:00",13.57,87.4,311.4646,38.07,183.5,24.04,30.36,14.83
"2023-12-20 14:00:00",13.57,86.6,486.269,38.06,183.4,22.02,29.65,14.12
"2023-12-20 13:00:00",13.57,87.4,913.3087,38.43,185.5,22.67,31.06,15.53
"2023-12-20 12:00:00",13.56,87.8,680.9926,38.38,184,20.7,27.53,15.53
"2023-12-20 11:00:00",13.56,88.9,790.0074,37.97,195.4,15.85,21.89,10.59
"2023-12-20 10:00:00",13.56,93.2,298.8569,36.95,196,16.08,22.59,9.88
"2023-12-20 09:00:00",13.55,89.3,72.2001,36.61,183.8,15.66,21.18,11.3
"2023-12-20 08:00:00",13.57,89.3,0.609279,36.44,179.6,14.44,21.18,9.18
"2023-12-20 07:00:00",13.57,95.8,0,36.03,182.6,14.8,23.3,9.18
"2023-12-20 06:00:00",13.57,92.6,0.01218568,35.85,183.3,14.83,21.18,10.59
"2023-12-20 05:00:00",13.58,95.5,0.3533805,35.97,183.7,17.79,27.53,10.59
"2023-12-20 04:00:00",13.58,95.7,0.1462302,35.89,181.3,18.24,26.12,12.71
"2023-12-20 03:00:00",13.57,97.9,0.1705983,35.48,180.2,19.7,27.53,12
"2023-12-20 02:00:00",13.58,100,0.03655472,35.61,189.8,23.79,36.71,11.3
"2023-12-20 01:00:00",13.58,100,0,36.23,188.4,27.97,40.24,16.24
"2023-12-20 00:00:00",13.58,100,0,36.52,185,23.99,38.12,14.12
"2023-12-19 23:00:00",13.58,99.9,0,36.56,182.7,23.98,34.59,16.24
"2023-12-19 22:00:00",13.58,99.6,0,36.61,187,22.93,33.18,14.12
"2023-12-19 21:00:00",13.58,99.6,0,36.57,178.6,25.36,36.71,16.94
"2023-12-19 20:00:00",13.57,99.5,0,36.55,180.7,22.83,33.18,14.83
"2023-12-19 19:00:00",13.57,99.6,0,36.24,188.2,19.45,30.36,13.41
"2023-12-19 18:00:00",13.57,100,0,35.92,186.8,15.56,24,5.648
"2023-12-19 17:00:00",13.55,100,4.178662,35.12,183.4,14.05,23.3,3.53
"2023-12-19 16:00:00",13.55,100,47.97121,34.16,192.3,17.4,25.42,7.766
"2023-12-19 15:00:00",13.55,99.2,199.9564,34.66,187.1,13.83,21.89,5.648
"2023-12-19 14:00:00",13.55,98.7,244.8889,34.77,203.8,11.38,17.65,4.942
"2023-12-19 13:00:00",13.56,96.8,421.237,35.2,206.6,11.45,16.94,6.354
"2023-12-19 12:00:00",13.56,95.2,415.8958,35.69,197.8,10.68,14.12,6.354
"2023-12-19 11:00:00",13.56,94.7,380.1375,35.76,203.1,13.23,24,4.942
"2023-12-19 10:00:00",13.54,96.6,174.9784,35.85,186.3,16.9,24,10.59
"2023-12-19 09:00:00",13.54,94.5,67.6906,37.47,181.6,10.84,19.77,4.942
"2023-12-19 08:00:00",13.56,97.5,1.669088,37.82,196.7,7.66,16.24,0.706
"2023-12-19 07:00:00",13.57,88.5,2.668109,39.98,187,4.083,10.59,0
"2023-12-19 06:00:00",13.58,86.3,4.495696,40.67,261.2,2.867,7.06,0
