Date,Latitude,Longitude,Smoke total deposition (mg/m2/day),Smoke wet deposition (mg/m2/day),Smoke dry deposition (mg/m2/day),Dust total deposition (mg/m2/day),Dust wet deposition (mg/m2/day),Dust dry deposition (mg/m2/day),ABF total deposition (mg/m2/day),ABF wet deposition (mg/m2/day),ABF dry deposition (mg/m2/day)
1/1/03,48.809769,-121.7706096,0.1583285,0.1546842,0.00364436,1.411072,1.293224,0.117848,0.3090633,0.2323588,0.07670451
1/2/03,48.809769,-121.7706096,2.396143,2.342556,0.05358646,25.6482,24.62428,1.023915,1.780416,1.493334,0.2870825
1/3/03,48.809769,-121.7706096,0.2446182,0.2342105,0.01040764,13.57167,13.24049,0.3311766,1.662496,1.471356,0.1911401
1/4/03,48.809769,-121.7706096,0.2352694,0.2193089,0.01596056,7.956675,7.136138,0.8205366,0.8306824,0.561503,0.2691794
1/5/03,48.809769,-121.7706096,0.03536937,0.0307359,0.004633475,1.793427,1.641903,0.1515242,0.4877902,0.402993,0.08479713
1/6/03,48.809769,-121.7706096,0.000285003,0,0.000285003,0.03459232,0,0.03459232,0.02220775,0,0.02220775
1/7/03,48.809769,-121.7706096,0.003298049,0,0.003298049,0.02051554,0,0.02051554,0.03599513,0,0.03599513
1/8/03,48.809769,-121.7706096,0.002858024,0,0.002858024,0.0376854,0,0.0376854,0.04231483,0,0.04231483
1/9/03,48.809769,-121.7706096,0.1590346,0,0.1590346,0.05183374,0,0.05183374,0.04209876,0,0.04209876
1/10/03,48.809769,-121.7706096,0.007392536,0,0.007392536,0.0065737,0,0.0065737,0.01179825,0,0.01179825
1/11/03,48.809769,-121.7706096,0.01174058,0,0.01174058,0.1430663,0,0.1430663,0.05778095,0,0.05778095
1/12/03,48.809769,-121.7706096,0.2940498,0.2675174,0.02653242,3.040871,2.627846,0.4130248,1.024514,0.7543966,0.2701177
1/13/03,48.809769,-121.7706096,0.3311672,0.3230887,0.008078475,1.818524,1.536556,0.2819682,0.3377051,0.2397874,0.09791765
1/14/03,48.809769,-121.7706096,0.3360435,0.3163057,0.01973783,1.60164,1.380046,0.2215937,0.9995809,0.7479258,0.2516551
1/15/03,48.809769,-121.7706096,0.00233181,0,0.00233181,0.1192411,0,0.1192411,0.03336432,0,0.03336432
1/16/03,48.809769,-121.7706096,0.004559567,0,0.004559567,0.1294491,0,0.1294491,0.05344776,0,0.05344776
1/17/03,48.809769,-121.7706096,0.00330736,0,0.00330736,0.03576361,0,0.03576361,0.02057704,0,0.02057704
1/18/03,48.809769,-121.7706096,0.006608898,0,0.006608898,0.1423092,0,0.1423092,0.03927215,0,0.03927215
1/19/03,48.809769,-121.7706096,0.04082884,0.03253641,0.008292433,0.2327926,0.1650236,0.06776902,0.2272078,0.1601481,0.06705968
1/20/03,48.809769,-121.7706096,0.008072198,0,0.008072198,0.1300261,0,0.1300261,0.08681096,0,0.08681096
1/21/03,48.809769,-121.7706096,0.2908279,0.2892283,0.001599637,3.051035,2.962124,0.0889108,0.2062104,0.1772103,0.02900014
1/22/03,48.809769,-121.7706096,0.8287528,0.804302,0.02445085,9.189169,8.387572,0.801597,0.8627128,0.5683519,0.2943609
1/23/03,48.809769,-121.7706096,1.44755,1.419146,0.02840443,33.13693,32.04892,1.088014,2.519363,2.240526,0.2788374
1/24/03,48.809769,-121.7706096,0.4810309,0.4253687,0.05566221,6.300832,5.9241,0.3767319,0.8865925,0.7833121,0.1032804
1/25/03,48.809769,-121.7706096,0.4614924,0.3841538,0.07733854,7.222253,7.044773,0.1774805,1.022291,0.8457584,0.1765328
1/26/03,48.809769,-121.7706096,1.974509,1.958172,0.01633739,34.63807,34.51254,0.1255306,3.250932,3.031883,0.2190483
1/27/03,48.809769,-121.7706096,0.7781192,0.7749411,0.003178141,13.51848,13.1925,0.3259867,1.100638,1.02548,0.07515823
1/28/03,48.809769,-121.7706096,0.04550716,0.04419028,0.001316882,1.286516,1.217077,0.06943902,0.4004646,0.3650754,0.03538925
1/29/03,48.809769,-121.7706096,0.07539796,0.07328095,0.002117006,1.785858,1.715309,0.07054846,0.2116565,0.1317068,0.07994968
1/30/03,48.809769,-121.7706096,0.3895977,0.3837987,0.005798958,10.7682,10.64056,0.1276375,1.989724,1.792941,0.1967835
1/31/03,48.809769,-121.7706096,0.5811262,0.5730426,0.008083645,18.29821,17.75566,0.5425561,1.767092,1.487852,0.2792398
2/1/03,48.809769,-121.7706096,0.6821141,0.6758944,0.006219671,36.45001,35.51699,0.9330248,0.8807995,0.802403,0.07839644
2/2/03,48.809769,-121.7706096,0.06440981,0.06357782,0.000831989,2.063083,2.006029,0.05705361,0.2569683,0.2310042,0.02596416
2/3/03,48.809769,-121.7706096,0.2162447,0.2154054,0.000839237,1.934212,1.846422,0.08778986,0.4266241,0.3606455,0.06597854
2/4/03,48.809769,-121.7706096,0.001864511,0,0.001864511,0.04627054,0,0.04627054,0.03030372,0,0.03030372
2/5/03,48.809769,-121.7706096,0.009379606,0,0.009379606,0.05410901,0,0.05410901,0.03292207,0,0.03292207
2/6/03,48.809769,-121.7706096,0.02382796,0,0.02382796,0.03247706,0,0.03247706,0.01424718,0,0.01424718
2/7/03,48.809769,-121.7706096,0.04502968,0,0.04502968,0.02303084,0,0.02303084,0.01501477,0,0.01501477
2/8/03,48.809769,-121.7706096,0.104424,0,0.104424,0.05822982,0,0.05822982,0.01371843,0,0.01371843
2/9/03,48.809769,-121.7706096,0.1137536,0,0.1137536,0.09858657,0,0.09858657,0.02262963,0,0.02262963
2/10/03,48.809769,-121.7706096,0.02060584,0,0.02060584,0.03929646,0,0.03929646,0.02911153,0,0.02911153
2/11/03,48.809769,-121.7706096,0.007050581,0,0.007050581,0.100905,0,0.100905,0.0317454,0,0.0317454
2/12/03,48.809769,-121.7706096,0.009911492,0,0.009911492,0.09049163,0,0.09049163,0.02996983,0,0.02996983
2/13/03,48.809769,-121.7706096,0.0138819,0,0.0138819,0.09738228,0,0.09738228,0.0462448,0,0.0462448
2/14/03,48.809769,-121.7706096,0.6275607,0.6009845,0.02657621,5.837594,5.667717,0.169876,0.5467054,0.4586124,0.08809303
2/15/03,48.809769,-121.7706096,0.03452405,0,0.03452405,0.2266047,0,0.2266047,0.08553224,0,0.08553224
2/16/03,48.809769,-121.7706096,0.2369836,0.1943892,0.04259442,1.214353,1.037319,0.1770333,1.228607,1.053606,0.1750011
2/17/03,48.809769,-121.7706096,0.004925141,0.004869812,5.53E-05,0.7103671,0.6987317,0.01163547,1.001058,0.9521121,0.04894582
2/18/03,48.809769,-121.7706096,0.09731541,0.096116,0.001199412,0.477697,0.4250617,0.05263535,0.05221096,0.02093407,0.03127689
2/19/03,48.809769,-121.7706096,0.001084791,0,0.001084791,0.08192592,0,0.08192592,0.05696665,0,0.05696665
2/20/03,48.809769,-121.7706096,2.337175,2.33264,0.004534849,18.25467,17.34605,0.9086226,2.103395,1.895017,0.208378
2/21/03,48.809769,-121.7706096,0.2898085,0.2883723,0.001436208,21.13628,20.94864,0.1876418,1.538033,1.477802,0.06023037
2/22/03,48.809769,-121.7706096,0.04699676,0.04643658,0.000560177,4.533545,4.449038,0.08450698,0.6421121,0.5910023,0.05110979
2/23/03,48.809769,-121.7706096,0.01617254,0,0.01617254,0.1949576,0,0.1949576,0.03122378,0,0.03122378
2/24/03,48.809769,-121.7706096,0.008361201,0,0.008361201,0.1547378,0,0.1547378,0.03107343,0,0.03107343
2/25/03,48.809769,-121.7706096,0.009181531,0,0.009181531,0.2678984,0,0.2678984,0.06411004,0,0.06411004
2/26/03,48.809769,-121.7706096,0.04335978,0,0.04335978,0.3898429,0,0.3898429,0.1845236,0,0.1845236
2/27/03,48.809769,-121.7706096,0.03477629,0,0.03477629,0.266974,0,0.266974,0.1820853,0,0.1820853
2/28/03,48.809769,-121.7706096,0.9735059,0.9394166,0.03408928,6.231894,5.799858,0.4320366,0.4894385,0.3591111,0.1303274
3/1/03,48.809769,-121.7706096,0.08422546,0.04389682,0.04032864,0.7623621,0.4142483,0.3481138,0.1831654,0.08310177,0.1000636
3/2/03,48.809769,-121.7706096,0.4331052,0.3448938,0.08821137,10.42267,5.828324,4.594346,0.5031714,0.2412683,0.2619032
3/3/03,48.809769,-121.7706096,0.4928113,0.4255621,0.06724919,14.66019,11.06749,3.592704,1.187614,0.7836338,0.4039798
3/4/03,48.809769,-121.7706096,0.008550664,0,0.008550664,0.06675402,0,0.06675402,0.03266804,0,0.03266804
3/5/03,48.809769,-121.7706096,0.6011989,0.5788203,0.02237849,27.7856,27.47695,0.3086464,2.085706,1.953576,0.1321296
3/6/03,48.809769,-121.7706096,0.1045072,0.1038752,0.000632083,7.697446,7.60161,0.09583604,1.411877,1.379334,0.03254298
3/7/03,48.809769,-121.7706096,0.7274322,0.7225009,0.00493125,22.99717,22.66306,0.3341079,1.26055,1.238464,0.02208615
3/8/03,48.809769,-121.7706096,0.08982603,0.0837436,0.006082429,2.05697,1.795925,0.2610453,0.2035477,0.1714401,0.03210758
3/9/03,48.809769,-121.7706096,1.068487,1.061274,0.007213394,26.6293,26.26236,0.3669366,1.811307,1.743385,0.06792232
3/10/03,48.809769,-121.7706096,0.1253474,0.1243708,0.000976614,10.22079,9.934022,0.2867704,0.9397969,0.7734882,0.1663087
3/11/03,48.809769,-121.7706096,0.199589,0.198072,0.001517009,13.47703,13.26013,0.2168968,1.797705,1.576143,0.221562
3/12/03,48.809769,-121.7706096,0.3714687,0.3686901,0.002778605,13.77175,13.34178,0.4299662,1.268486,1.073415,0.1950711
3/13/03,48.809769,-121.7706096,0.3214129,0.3142919,0.007121005,15.93315,14.96889,0.964257,1.245391,1.044202,0.201189
3/14/03,48.809769,-121.7706096,0.4461978,0.4200131,0.02618466,15.11664,13.78032,1.336326,1.268238,0.9907788,0.2774589
3/15/03,48.809769,-121.7706096,0.1362542,0.125877,0.0103772,5.925483,5.396954,0.5285296,0.8588716,0.7021037,0.1567678
3/16/03,48.809769,-121.7706096,0.02062123,0.01943986,0.00118137,2.642094,2.518799,0.1232953,0.6842953,0.5718333,0.112462
3/17/03,48.809769,-121.7706096,0.03552867,0.02992607,0.005602599,2.018655,1.149794,0.8688608,0.3345179,0.2131009,0.1214169
3/18/03,48.809769,-121.7706096,0.09979277,0.08299223,0.01680055,5.687918,3.959004,1.728914,0.351681,0.1813329,0.170348
3/19/03,48.809769,-121.7706096,0.07034017,0.06445041,0.00588976,4.304708,3.444086,0.8606218,0.6256815,0.4721414,0.1535401
3/20/03,48.809769,-121.7706096,0.1725112,0.1602263,0.01228492,5.572313,4.719928,0.8523846,0.9593525,0.7775491,0.1818034
3/21/03,48.809769,-121.7706096,0.171991,0.1660485,0.005942563,6.044242,5.194519,0.8497235,0.7121152,0.537617,0.1744982
3/22/03,48.809769,-121.7706096,0.3822098,0.3779848,0.004225044,10.48822,10.26554,0.2226791,1.987969,1.753127,0.2348421
3/23/03,48.809769,-121.7706096,0.3014539,0.2880235,0.01343034,9.411221,8.567219,0.8440017,1.065512,0.9461102,0.119402
3/24/03,48.809769,-121.7706096,0.03654099,0.03063972,0.00590127,1.128793,0.8354881,0.2933053,0.302018,0.2121761,0.08984199
3/25/03,48.809769,-121.7706096,0.3517987,0.3238349,0.02796384,10.89183,9.520966,1.37086,1.113987,0.9232438,0.1907429
3/26/03,48.809769,-121.7706096,0.148276,0.1325739,0.01570212,6.247347,5.040361,1.206986,0.9108698,0.8015586,0.1093112
3/27/03,48.809769,-121.7706096,0.0518757,0.04993251,0.00194319,1.507858,1.395583,0.1122752,0.2638008,0.2245616,0.03923911
3/28/03,48.809769,-121.7706096,0.04365468,0,0.04365468,2.979577,0,2.979577,0.1796963,0,0.1796963
3/29/03,48.809769,-121.7706096,0.1523757,0,0.1523757,8.942182,0,8.942182,0.3774537,0,0.3774537
3/30/03,48.809769,-121.7706096,1.578137,1.528363,0.04977454,31.52948,29.21219,2.317294,1.647523,1.326724,0.3207989
3/31/03,48.809769,-121.7706096,2.230481,2.18751,0.04297105,65.30836,62.61431,2.694052,2.613312,2.329255,0.284057
4/1/03,48.809769,-121.7706096,0.9822814,0.9396026,0.04267878,14.78461,12.70063,2.083984,1.180904,0.9600368,0.2208668
4/2/03,48.809769,-121.7706096,1.10073,0.9721661,0.1285641,5.966709,5.05263,0.9140788,0.7689524,0.5808361,0.1881163
4/3/03,48.809769,-121.7706096,0.3559576,0.3396943,0.01626333,2.063232,1.964541,0.09869082,0.6845939,0.6450236,0.03957029
4/4/03,48.809769,-121.7706096,0.5278716,0.5160071,0.01186453,6.614091,6.374648,0.2394433,0.7656742,0.7168663,0.04880789
4/5/03,48.809769,-121.7706096,0.2710155,0.2660728,0.004942732,4.159823,4.023932,0.1358906,0.5857016,0.5590169,0.02668463
4/6/03,48.809769,-121.7706096,0.5837337,0.5778249,0.005908852,5.533397,5.47578,0.0576169,1.038538,1.01253,0.0260073
4/7/03,48.809769,-121.7706096,1.140964,1.087911,0.0530533,13.62502,13.25592,0.3690934,0.8954455,0.8017368,0.09370869
4/8/03,48.809769,-121.7706096,1.957785,1.848204,0.1095808,36.0953,33.43003,2.665267,2.279804,1.911195,0.3686094
4/9/03,48.809769,-121.7706096,0.6620071,0.5976424,0.06436467,16.00812,13.09499,2.913131,1.663934,1.328258,0.3356763
4/10/03,48.809769,-121.7706096,0.08575127,0,0.08575127,1.497481,0,1.497481,0.1765102,0,0.1765102
4/11/03,48.809769,-121.7706096,1.330017,1.222566,0.1074516,27.50918,26.46348,1.045708,1.668112,1.340019,0.3280931
4/12/03,48.809769,-121.7706096,1.11817,0.9697208,0.1484488,8.262214,6.382534,1.87968,0.6832843,0.4687778,0.2145065
4/13/03,48.809769,-121.7706096,0.4954807,0.3894054,0.1060753,6.161413,4.612782,1.548632,0.7854409,0.5070456,0.2783953
4/14/03,48.809769,-121.7706096,1.292142,1.206141,0.08600084,29.59888,24.92735,4.671527,1.125059,0.9117807,0.2132784
4/15/03,48.809769,-121.7706096,0.3240579,0.2847286,0.03932928,4.449519,3.265186,1.184333,0.3571526,0.1660751,0.1910776
4/16/03,48.809769,-121.7706096,1.882234,1.825625,0.05660926,34.45606,31.16524,3.290823,1.624601,1.394917,0.2296838
4/17/03,48.809769,-121.7706096,1.099598,1.044462,0.05513654,11.16091,10.23228,0.9286227,1.160989,0.9836594,0.1773298
4/18/03,48.809769,-121.7706096,3.428194,3.282296,0.1458977,9.353071,8.828436,0.524635,0.7040753,0.5939065,0.1101689
4/19/03,48.809769,-121.7706096,0.2480326,0,0.2480326,3.09633,0,3.09633,0.1749151,0,0.1749151
4/20/03,48.809769,-121.7706096,0.5715938,0.1637601,0.4078336,4.613449,0.8379261,3.775523,0.3215384,0.05911107,0.2624273
4/21/03,48.809769,-121.7706096,0.1512775,0,0.1512775,3.640558,0,3.640558,0.1958618,0,0.1958618
4/22/03,48.809769,-121.7706096,1.076867,0.8702571,0.2066098,21.4286,15.53926,5.889343,0.9290892,0.5317373,0.3973519
4/23/03,48.809769,-121.7706096,0.4604868,0.2707474,0.1897393,15.18579,9.124928,6.060859,0.6940643,0.2398641,0.4542002
4/24/03,48.809769,-121.7706096,0.3274928,0.2243436,0.1031492,8.65824,5.2189,3.43934,0.8323101,0.4929186,0.3393914
4/25/03,48.809769,-121.7706096,0.4762083,0.4511018,0.02510652,5.806331,5.249676,0.556655,1.104857,0.9768799,0.127977
4/26/03,48.809769,-121.7706096,0.1868776,0.1684783,0.01839937,4.979741,4.054219,0.9255216,0.2644722,0.1949362,0.06953604
4/27/03,48.809769,-121.7706096,0.196605,0.1017433,0.09486166,7.325615,2.198188,5.127428,0.4258423,0.09671975,0.3291225
4/28/03,48.809769,-121.7706096,0.2227127,0.1889417,0.03377102,5.130867,3.590918,1.539949,0.430945,0.2366931,0.1942519
4/29/03,48.809769,-121.7706096,0.0486516,0,0.0486516,2.547562,0,2.547562,0.2804315,0,0.2804315
4/30/03,48.809769,-121.7706096,0.1082986,0,0.1082986,6.324848,0,6.324848,0.3524785,0,0.3524785
5/1/03,48.809769,-121.7706096,0.155342,0.07841443,0.07692759,3.897949,1.378389,2.519559,0.5290341,0.1432277,0.3858064
5/2/03,48.809769,-121.7706096,0.05174999,0,0.05174999,1.763042,0,1.763042,0.3299674,0,0.3299674
5/3/03,48.809769,-121.7706096,0.673727,0.4502062,0.2235208,6.08326,2.587091,3.496169,0.4128467,0.08010886,0.3327379
5/4/03,48.809769,-121.7706096,2.908213,2.765858,0.1423552,17.15513,15.69258,1.462547,1.20849,1.017386,0.1911042
5/5/03,48.809769,-121.7706096,2.219651,2.101471,0.1181802,9.699209,8.86188,0.8373289,0.8052967,0.6627019,0.1425947
5/6/03,48.809769,-121.7706096,0.8913189,0.6218014,0.2695175,5.154594,3.155511,1.999082,0.315128,0.1395044,0.1756237
5/7/03,48.809769,-121.7706096,0.2679907,0,0.2679907,3.126522,0,3.126522,0.1658394,0,0.1658394
5/8/03,48.809769,-121.7706096,0.4431924,0,0.4431924,4.242772,0,4.242772,0.3269567,0,0.3269567
5/9/03,48.809769,-121.7706096,0.2544037,0,0.2544037,2.444554,0,2.444554,0.3112159,0,0.3112159
5/10/03,48.809769,-121.7706096,0.3652431,0.2239264,0.1413167,2.553873,1.179706,1.374167,0.6418502,0.2672909,0.3745593
5/11/03,48.809769,-121.7706096,0.2643946,0.1129347,0.15146,2.790628,0.8169733,1.973655,0.4097319,0.09902658,0.3107053
5/12/03,48.809769,-121.7706096,0.3230175,0,0.3230175,3.702875,0,3.702875,0.4827605,0,0.4827605
5/13/03,48.809769,-121.7706096,0.3384632,0,0.3384632,3.091252,0,3.091252,0.4659682,0,0.4659682
5/14/03,48.809769,-121.7706096,1.545172,1.197894,0.3472779,7.574484,5.004119,2.570365,0.6788859,0.1489489,0.529937
5/15/03,48.809769,-121.7706096,5.009092,4.459058,0.550034,11.02348,9.584832,1.438648,0.992905,0.7312041,0.261701
5/16/03,48.809769,-121.7706096,4.435405,4.064415,0.3709903,5.132049,4.271059,0.8609901,0.6670141,0.5318784,0.1351357
5/17/03,48.809769,-121.7706096,2.920711,2.776354,0.1443566,4.390422,4.090534,0.2998882,0.9712818,0.8514871,0.1197947
5/18/03,48.809769,-121.7706096,1.198637,1.000396,0.1982408,3.100551,2.215408,0.8851427,0.4499186,0.3120912,0.1378274
5/19/03,48.809769,-121.7706096,1.578544,1.24966,0.3288841,4.030161,2.65416,1.376001,0.3514737,0.190526,0.1609478
5/20/03,48.809769,-121.7706096,0.299415,0,0.299415,1.523936,0,1.523936,0.2346421,0,0.2346421
5/21/03,48.809769,-121.7706096,3.463207,3.027672,0.435535,8.832079,7.121608,1.710471,1.018847,0.6437146,0.3751321
5/22/03,48.809769,-121.7706096,8.995324,8.595037,0.4002865,44.54446,42.76068,1.783777,1.977463,1.640999,0.3364636
5/23/03,48.809769,-121.7706096,9.847092,9.455912,0.3911797,37.10243,34.52237,2.580067,1.846796,1.45188,0.3949157
5/24/03,48.809769,-121.7706096,0.2163586,0,0.2163586,1.207877,0,1.207877,0.2762409,0,0.2762409
5/25/03,48.809769,-121.7706096,4.547189,3.978533,0.5686562,36.33104,33.77007,2.560974,1.9768,1.429208,0.5475919
5/26/03,48.809769,-121.7706096,1.667967,0.3748787,1.293088,7.989301,1.263459,6.725841,0.573989,0.06085296,0.513136
5/27/03,48.809769,-121.7706096,1.678813,0.899713,0.7790999,5.928377,2.319888,3.608489,0.5481266,0.1814647,0.3666619
5/28/03,48.809769,-121.7706096,0.7121971,0,0.7121971,5.275025,0,5.275025,0.4285002,0,0.4285002
5/29/03,48.809769,-121.7706096,1.333703,0.90086,0.4328434,6.307582,4.145216,2.162366,1.03521,0.6189595,0.4162506
5/30/03,48.809769,-121.7706096,1.729148,0,1.729148,2.31568,0,2.31568,0.2057888,0,0.2057888
5/31/03,48.809769,-121.7706096,5.958261,4.808022,1.150239,7.156651,5.682137,1.474513,1.382989,1.009487,0.3735015
6/1/03,48.809769,-121.7706096,14.02153,13.01533,1.006201,23.91853,21.40922,2.509311,1.396762,1.07661,0.3201526
6/2/03,48.809769,-121.7706096,1.747116,0.6454561,1.10166,3.934448,0.9345014,2.999947,0.3600486,0.07237437,0.2876742
6/3/03,48.809769,-121.7706096,2.083025,0,2.083025,5.504298,0,5.504298,0.5084614,0,0.5084614
6/4/03,48.809769,-121.7706096,1.004734,0,1.004734,5.466349,0,5.466349,0.4065143,0,0.4065143
6/5/03,48.809769,-121.7706096,0.7342892,0,0.7342892,1.001874,0,1.001874,0.1582063,0,0.1582063
6/6/03,48.809769,-121.7706096,1.818626,0,1.818626,0.8640594,0,0.8640594,0.2075915,0,0.2075915
6/7/03,48.809769,-121.7706096,1.233255,0,1.233255,3.215494,0,3.215494,0.3063657,0,0.3063657
6/8/03,48.809769,-121.7706096,0.6819733,0,0.6819733,4.006573,0,4.006573,0.5038096,0,0.5038096
6/9/03,48.809769,-121.7706096,0.9752661,0,0.9752661,5.611707,0,5.611707,0.5196495,0,0.5196495
6/10/03,48.809769,-121.7706096,0.7192936,0,0.7192936,3.769197,0,3.769197,0.6058841,0,0.6058841
6/11/03,48.809769,-121.7706096,0.2611974,0,0.2611974,1.280296,0,1.280296,0.2725948,0,0.2725948
6/12/03,48.809769,-121.7706096,0.3560283,0.1016853,0.254343,1.653536,0.2358321,1.417704,0.3407773,0.05481149,0.2859659
6/13/03,48.809769,-121.7706096,6.848267,6.372567,0.4756999,22.78815,20.03615,2.752004,2.479965,1.92584,0.5541248
6/14/03,48.809769,-121.7706096,0.9877338,0.4292719,0.5584619,3.169975,0.7906057,2.379369,0.4456691,0.06694593,0.3787232
6/15/03,48.809769,-121.7706096,1.544564,1.155673,0.3888907,6.409913,4.054814,2.355098,0.4732707,0.2468573,0.2264134
6/16/03,48.809769,-121.7706096,0.2281775,0,0.2281775,2.065495,0,2.065495,0.2327927,0,0.2327927
6/17/03,48.809769,-121.7706096,0.1929338,0,0.1929338,1.889038,0,1.889038,0.2966927,0,0.2966927
6/18/03,48.809769,-121.7706096,0.5529386,0,0.5529386,6.129692,0,6.129692,0.7481349,0,0.7481349
6/19/03,48.809769,-121.7706096,0.5561896,0,0.5561896,3.872186,0,3.872186,0.6709948,0,0.6709948
6/20/03,48.809769,-121.7706096,1.253145,0.7662929,0.4868523,5.104677,2.288673,2.816004,1.036684,0.4232184,0.6134652
6/21/03,48.809769,-121.7706096,2.724546,2.378153,0.3463931,9.79585,7.404208,2.391642,1.395797,1.10825,0.2875464
6/22/03,48.809769,-121.7706096,2.916077,2.740527,0.17555,8.95493,8.008444,0.9464868,1.213918,0.989931,0.2239871
6/23/03,48.809769,-121.7706096,0.9866973,0.7868714,0.1998258,3.129856,2.177649,0.9522072,0.5081035,0.2844087,0.2236948
6/24/03,48.809769,-121.7706096,1.583809,1.427473,0.1563366,4.405327,3.630044,0.7752829,0.9614484,0.7581422,0.2033062
6/25/03,48.809769,-121.7706096,0.401327,0,0.401327,2.019008,0,2.019008,0.4880309,0,0.4880309
6/26/03,48.809769,-121.7706096,0.5590092,0,0.5590092,3.773236,0,3.773236,0.5091568,0,0.5091568
6/27/03,48.809769,-121.7706096,0.6532265,0,0.6532265,4.286007,0,4.286007,0.27292,0,0.27292
6/28/03,48.809769,-121.7706096,0.6575308,0,0.6575308,3.619011,0,3.619011,0.345433,0,0.345433
6/29/03,48.809769,-121.7706096,0.2403296,0,0.2403296,1.911139,0,1.911139,0.2277523,0,0.2277523
6/30/03,48.809769,-121.7706096,5.051711,4.520306,0.5314047,18.73633,15.96678,2.769556,1.460294,0.9564939,0.5038006
7/1/03,48.809769,-121.7706096,1.564118,0.9839346,0.5801839,3.776475,2.40115,1.375326,0.6512645,0.3279501,0.3233145
7/2/03,48.809769,-121.7706096,1.241391,0.8967332,0.3446579,4.910384,3.217253,1.693132,0.4154199,0.2241281,0.1912918
7/3/03,48.809769,-121.7706096,0.4142191,0,0.4142191,1.629077,0,1.629077,0.2276621,0,0.2276621
7/4/03,48.809769,-121.7706096,0.71272,0,0.71272,2.072351,0,2.072351,0.424849,0,0.424849
7/5/03,48.809769,-121.7706096,0.8077255,0.4285315,0.379194,1.808165,1.078704,0.7294612,0.5769181,0.2487233,0.3281948
7/6/03,48.809769,-121.7706096,0.6365497,0,0.6365497,2.490633,0,2.490633,0.329857,0,0.329857
7/7/03,48.809769,-121.7706096,0.7956968,0,0.7956968,4.359336,0,4.359336,0.3998212,0,0.3998212
7/8/03,48.809769,-121.7706096,0.9630178,0.04018505,0.9228328,5.087476,0.2165427,4.870933,0.7622053,0.02467326,0.737532
7/9/03,48.809769,-121.7706096,0.5546363,0,0.5546363,1.805715,0,1.805715,0.3390436,0,0.3390436
7/10/03,48.809769,-121.7706096,1.375019,0,1.375019,0.8575763,0,0.8575763,0.3851122,0,0.3851122
7/11/03,48.809769,-121.7706096,2.139769,0,2.139769,1.397556,0,1.397556,0.5456401,0,0.5456401
7/12/03,48.809769,-121.7706096,4.797682,0,4.797682,5.93541,0,5.93541,0.673692,0,0.673692
7/13/03,48.809769,-121.7706096,4.728045,2.077475,2.650569,9.783377,6.805958,2.977419,0.7264035,0.454211,0.2721924
7/14/03,48.809769,-121.7706096,3.338808,1.950559,1.388249,6.087,5.017805,1.069196,0.8162647,0.4837242,0.3325405
7/15/03,48.809769,-121.7706096,1.557565,0,1.557565,4.360751,0,4.360751,0.4443125,0,0.4443125
7/16/03,48.809769,-121.7706096,2.120625,0,2.120625,6.497069,0,6.497069,0.6754035,0,0.6754035
7/17/03,48.809769,-121.7706096,3.469222,0,3.469222,2.135544,0,2.135544,0.2819416,0,0.2819416
7/18/03,48.809769,-121.7706096,11.04733,0,11.04733,0.7815119,0,0.7815119,0.3050294,0,0.3050294
7/19/03,48.809769,-121.7706096,8.269023,0,8.269023,1.431371,0,1.431371,0.5754836,0,0.5754836
7/20/03,48.809769,-121.7706096,7.935853,0,7.935853,0.4214219,0,0.4214219,0.3245748,0,0.3245748
7/21/03,48.809769,-121.7706096,6.37282,0,6.37282,0.6038522,0,0.6038522,0.2072884,0,0.2072884
7/22/03,48.809769,-121.7706096,5.953516,0,5.953516,0.4091612,0,0.4091612,0.2069289,0,0.2069289
7/23/03,48.809769,-121.7706096,5.745494,0,5.745494,0.7311863,0,0.7311863,0.2353538,0,0.2353538
7/24/03,48.809769,-121.7706096,8.943636,0,8.943636,1.943728,0,1.943728,0.3890561,0,0.3890561
7/25/03,48.809769,-121.7706096,14.00356,0,14.00356,1.673564,0,1.673564,0.3971052,0,0.3971052
7/26/03,48.809769,-121.7706096,8.04115,0,8.04115,1.434298,0,1.434298,0.4623874,0,0.4623874
7/27/03,48.809769,-121.7706096,5.911401,0,5.911401,1.887335,0,1.887335,0.6908475,0,0.6908475
7/28/03,48.809769,-121.7706096,4.262951,0,4.262951,2.72167,0,2.72167,0.4879276,0,0.4879276
7/29/03,48.809769,-121.7706096,4.588594,0,4.588594,2.207929,0,2.207929,0.3596174,0,0.3596174
7/30/03,48.809769,-121.7706096,3.381705,0,3.381705,0.9218507,0,0.9218507,0.1745771,0,0.1745771
7/31/03,48.809769,-121.7706096,5.492588,0,5.492588,4.6445,0,4.6445,0.6145464,0,0.6145464
8/1/03,48.809769,-121.7706096,4.796142,0,4.796142,2.644976,0,2.644976,0.7500653,0,0.7500653
8/2/03,48.809769,-121.7706096,1.354859,0,1.354859,4.259242,0,4.259242,0.4724343,0,0.4724343
8/3/03,48.809769,-121.7706096,1.244175,0,1.244175,1.671177,0,1.671177,0.5493374,0,0.5493374
8/4/03,48.809769,-121.7706096,1.07796,0,1.07796,1.397298,0,1.397298,0.7155623,0,0.7155623
8/5/03,48.809769,-121.7706096,0.6643196,0,0.6643196,0.774802,0,0.774802,0.3478148,0,0.3478148
